"Data Source","World Development Indicators",

"Last Updated Date","2016-11-17",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Czech Republic","CZE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12716.2688532518","11641.2959228467","11834.2475906565","12110.7209486736","12723.6922830551","13805.6323362819","14685.0926731041","14892.6604820271","14969.2547932178","15387.3753011263","16282.4733675171","17650.2899431094","18318.354946634","19609.2694182832","20984.6558468146","22286.457189578","24400.7269621544","26680.4978472942","27111.5481990756","27008.8068634707","27069.6339673463","28604.2126636231","28727.9072629398","30043.5678004092","31185.8787015268","32167.0578372756","",
"Germany","DEU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19032.6960596972","20520.7393997643","21230.2483633016","21386.5010733753","22300.8680882488","23093.6007976579","23655.819878193","24183.8620965957","24871.240907287","25798.2798999652","26630.511188423","27725.1101362828","28435.9013788939","29362.4250705971","30694.9023377929","32184.0552318691","34690.3332182257","36777.7830596791","38438.7411526805","37112.8806127286","39639.4799659111","42142.5488974642","43600.1134007712","44184.8230352597","46393.8765153842","47268.4336786881","",
"Djibouti","DJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2011.66958279446","1916.97978603183","1909.10633043161","1790.42486002225","1781.66721343228","1725.64709532671","1654.48628006692","1639.94219445407","1629.41511711837","1660.91295338901","1677.66125632834","1723.53781184873","1768.42811117602","1833.86381887468","1928.3882154296","2025.13427013832","2158.33085867592","2298.56995873227","2447.95380751391","2557.63970740253","2644.62822884592","2782.97129179065","2932.23334234064","3087.46331713161","3282.36024053408","","",
"Dominica","DMA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4344.91509041423","4521.86591424498","4711.05548322573","4888.5836177769","5052.23058929436","5259.8204498043","5514.40728434877","5723.77931774087","6113.75724157345","6284.8686548881","6472.65557128468","6653.29537287064","6623.11684880677","7248.30461337755","7660.47588294078","7875.68320543131","8337.97341941105","9090.50095934648","9909.98267272995","9852.90131876706","10016.2463687438","10189.3982094128","10206.274383357","10387.8599483779","10917.074249073","11277.9282163603","",
"Denmark","DNK","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18773.2194047768","19599.4161627151","20374.7156221284","20771.4715483088","22310.1771178771","23351.6353620033","24451.9549811114","25682.5197172875","26608.8013525839","27544.0065605429","29558.2946332122","30247.1963804605","31597.6898560098","31268.8764680477","33143.7631674657","34079.9597620429","37166.5736909177","38670.4976585439","40838.1887464738","39612.1276267663","41835.7966506369","43314.0563639927","44246.3306156663","45681.1093434609","45995.8727101234","46635.2447330723","",
"Dominican Republic","DOM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3440.59779163415","3519.13243612519","3901.63519511704","4202.55381678964","4310.65809247885","4560.3390342436","4890.0480045987","5283.43965226453","5623.64628958773","5997.179025472","6379.55766643117","6540.2565080346","6917.5297199042","6931.27888028369","7108.1120236497","7899.63819212961","8882.58978768356","9753.36024118812","10116.6465160674","10150.6162610657","10981.1765999168","11375.6203912161","11740.0536291201","12347.8207509843","13310.753009608","14211.7245518375","",
"Algeria","DZA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6617.72882859636","6592.62910796325","6706.03098087902","6575.04504895082","6519.38132363974","6778.6491095607","7061.40193338957","7145.64768935915","7479.17983029584","7727.1891374421","8093.61135542685","8416.63816250068","8911.55337181384","9622.01655161059","10179.0128200641","10975.6986903025","11341.0964378131","11858.6508431211","12186.1646400386","12267.0033980711","12637.381339375","13026.191661295","13452.5526105134","13779.8227384812","14259.0289420825","14687.39020786","",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418.65069281326","1563.08065739227","1741.98730184389","1947.78236976805","2169.23934604989","2398.02279669233","2623.5540873489","2814.25416600355","2835.9196020623","3013.49404300359","3273.16242021889","3529.25856735854","3821.38008407214","4191.35091856407","4641.12317532715","5196.63953243578","5866.50414864359","6681.15888839995","7317.51097447494","7853.16417026759","8651.34959509901","9490.36280379388","10303.19650262","11127.1313474593","11970.5694039178","12769.8119137548","",
"Early-demographic dividend","EAR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2573.84563774441","2724.21520923993","2854.13276720311","3027.80588505192","3139.22411437504","3243.15825564683","3419.92466355614","3565.53805296206","3655.15693646367","3750.46596175318","3943.831498203","4034.41466385228","4115.47831673914","4329.45231377657","4659.38995382572","5064.82805250211","5504.24625687949","5938.0403662442","6238.41650741995","6380.49349483365","6810.27582866131","7231.19080354827","7573.35647986711","7896.60519203599","8317.17522381477","8679.12545717633","",
"East Asia & Pacific","EAS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3165.0751813391","3411.53866397221","3634.59598720775","3885.82852778875","4165.59285892079","4468.1497923824","4776.20261935791","5033.10540088371","5016.04140821342","5253.04652100597","5638.36700747275","5934.99267577369","6299.45255030962","6710.40960963067","7285.54790956954","7917.45548131046","8693.27209771094","9623.12015778224","10237.7582647129","10621.9783045376","11550.9556529996","12417.7703736655","13269.7062422333","14125.1092005309","14922.7970544097","15692.9062135979","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6241.13758595614","6034.35484654245","5468.29227869734","5204.53782164889","4690.20150675375","4657.95868259604","4699.32538005509","4866.30778520555","5200.82836838191","5362.48184959757","6031.81845145668","6369.51923548473","6806.92077842069","7517.18132156869","8438.96828253183","9534.1265117215","11386.1177535822","12660.3405193734","14546.2140669586","14060.0671412106","14955.0373536284","16822.8693613413","17616.3771094724","17549.0269422026","18224.5364666656","18061.0757978476","",
"Europe & Central Asia","ECS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11433.5662532187","11711.8711402866","11728.1042816794","11789.2156299183","12009.9628022194","12452.8181439334","12901.0075417198","13481.6526827637","14132.5576619352","14666.4170780129","15810.7628188987","16638.4063636399","17348.7152212115","18024.2005893429","19139.9083651799","20365.0903369485","22538.8957167521","24123.9701547126","25701.3901500258","24992.746566113","25892.4147701539","27480.4516703909","28157.8581035425","28681.4536155304","29369.2392920012","29680.1171340324","",
"Ecuador","ECU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4829.4195591217","5083.46902050156","5187.93413781756","5294.74090644608","5514.17944611333","5633.17589219181","5714.02672057537","5940.55225103054","6079.38854270804","5768.53565627607","5855.63475390995","6120.93184824907","6360.97067953519","6555.37323506387","7169.97336621095","7664.28983081384","8110.47975384304","8366.13013174685","8920.47736400538","8889.19234856436","9163.15790938064","9926.95249585147","10512.4366955457","10997.8188746584","11413.2129728622","11388.1569035469","",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3887.24153257776","3968.99733576154","4150.73329991421","4286.45406280007","4465.10599594469","4681.09822855046","4912.97752064628","5177.11333576834","5348.06362034946","5659.24771987818","5989.66347992967","6227.45084619439","6353.46591656423","6563.17106345791","6890.97002568685","7297.26576073922","7895.79208353603","8531.59245528598","9159.31537995092","9485.18035499043","9897.74855125737","10071.2052571796","10252.5229815309","10402.0038381834","10571.335258205","10891.2577498598","",
"Euro area","EMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16771.9612136362","17733.6910063286","18312.1466039477","18549.8650119542","19360.9909739801","20208.3593616376","20877.4875475885","21738.561128983","22758.208852033","23635.7386346327","25061.8085135874","26342.2000661922","27180.9591383575","27678.8244940457","28740.5128782107","30043.7355321907","32507.4068055023","34448.8949327237","35840.2186096786","34877.9459638593","35909.7648709937","37274.4858303392","37729.2814983521","38581.4676422713","39283.3588213112","39961.822441968","",
"Eritrea","ERI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","748.791663389895","872.459433471665","1081.12372373396","1129.39873575837","1241.38856798074","1338.25083087561","1345.14625851797","1329.10410041723","1277.34506025173","1374.24999709687","1386.62587887371","1327.699789143","1337.52079595263","1373.42126976381","1365.03912629744","1388.50524954385","1250.46729791456","1282.33384570883","1299.28989642603","1411.15763791112","","","","","",
"Spain","ESP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13691.8315783669","14474.7432308387","14893.0387241991","15043.2693949937","15687.3004901152","16417.6213118084","17195.0459670127","18166.3779333258","19381.0397620239","20316.2328865735","21869.5487440266","23218.8974026948","24659.0987041919","25337.110818516","26437.8540928976","27868.9519489624","30860.7158846764","32803.3751201269","33729.5167903525","32796.6654667603","32372.8543671681","32530.0931368398","32235.5959172997","32842.4245648716","33625.4281084708","34526.5018998563","",
"Estonia","EST","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6352.24389677106","6956.65650834392","8003.74993907241","8479.36003990679","8776.27432365681","9706.92819794206","10548.5140328629","11805.4691998888","13237.356752152","14664.4024724071","16560.5022328626","19299.0784112394","21836.4122934343","22508.9284050416","20206.1807067891","21113.1196108327","23954.8659685125","25921.0285969625","27169.2866515858","28139.9394406363","28094.8049532218","",
"Ethiopia","ETH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","421.636804384769","390.533475820738","351.944412274695","393.379281411576","400.42560139507","419.646161532685","465.448802099704","473.683582863733","448.89137006874","465.60639970003","490.727655695023","528.081543572876","528.859881970186","512.875394346413","581.837068640305","653.116050603463","725.96060232889","808.518986329786","889.267964839055","949.493897250884","1053.79672527899","1165.21683848196","1256.68220812009","1376.9647384008","1505.23897774434","1625.61326164683","",
"European Union","EUU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14939.4787980841","15570.0795016111","16030.8870071516","16346.864344159","17138.1961397034","17949.9327979386","18682.5266076409","19516.0284371863","20381.3703930283","21148.1781459721","22557.0584656872","23751.0191325094","24660.6938768064","25289.7040503346","26497.1530702002","27735.9868694703","30047.9231053304","31836.0298439011","33150.6303558188","32362.7875558818","33249.3761998224","34555.7483701796","35158.8639666837","36128.6611353425","36897.7397294254","37676.4701436984","",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1982.32991254356","1483.57008473353","1575.21933862652","1689.68503830093","1738.619933793","1784.77433776654","1890.69853441449","2045.44938396324","2306.02448362099","2470.51980267568","2507.92002049004","2561.30006825886","2491.04425386881","2302.3848431243","2665.69299777489","2845.14127747926","3044.57962045889","3195.59381318229","3346.86261765692","3421.53136563145","3563.32992644342","3307.57831192448","3697.51106101536","3790.05607578189","3726.57159514424","3743.00390423783","",
"Finland","FIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17906.1394804034","17313.0364938281","17023.0575629767","17216.5708852138","18196.9904511362","19284.3184350073","19817.9052163328","21572.597805293","23267.5123952751","24501.7799104739","26465.7521960602","27541.9410224649","28421.2398938674","28816.1192599611","31084.2892191989","32065.1707160028","34502.2665620973","37505.1309354446","39729.648543659","37534.5019282014","38322.9267423552","40251.3735098925","40437.5938723363","40951.5132351015","40693.7512405515","40600.9189208876","",
"Fiji","FJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4033.79957195693","4017.79359925517","4306.96812113043","4440.7967070427","4700.3521284619","4855.9896132851","5122.65574110715","5041.84467137256","5114.7248982278","5606.68563579562","5603.92491969297","5824.78210339408","6092.40993964223","6268.84914030959","6768.27987226867","7005.29987582826","7304.77115022134","7370.01122337451","7515.86588998694","7392.1654013834","7630.98884648177","7486.76143700218","7688.77786554153","8173.41920536936","8824.60897701726","9158.98718788271","",
"France","FRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17505.2919840021","18261.3921863597","18882.3260805587","19130.0826657557","19921.1267515082","20685.7857268964","21288.2996421254","22220.0292986754","23321.0934076335","24249.7116642788","25972.1999010763","27427.5913544085","28503.5667367152","28093.4086044674","29028.1822465162","30375.5606760951","32267.0140642839","34034.3851783839","35141.8379392758","34797.474085009","35891.2938160199","37325.3043394949","37462.3250299433","39157.6713277253","39163.1945015004","39677.992121419","",
"Faroe Islands","FRO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1785.85372967711","1932.81379370426","2003.14891642802","2163.88110885125","2154.18007427484","2322.07449401081","2274.27365125501","2169.60120910157","2263.60289612246","2339.29559266904","2510.50515086319","2618.91831182883","2679.74990347826","2787.44098926455","2777.80899336658","2939.53442052188","3039.7208262904","3073.79489877","3071.64199531639","3140.10038955922","3269.641342827","3410.28408372232","3491.34780826311","3415.22367897036","3342.69195378092","","",
"Gabon","GAB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12603.2051835089","13451.6837839565","12983.5016278471","13458.5042889638","13888.0622797604","14501.7490277285","14911.5751786557","15631.0953565715","15942.2222388724","14381.1748547885","14090.046627668","14381.5255599484","14241.0243718271","14525.7852032332","14699.893371138","15418.5728414042","14976.1285621503","15884.1750027699","15310.9890255941","15102.1649035054","16004.0545161551","17100.7005205501","17919.0644839789","18808.2860153596","19501.1176390943","20010.1397549695","",
"United Kingdom","GBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17446.3076798204","17745.4522749914","18181.7458351484","19059.0888847336","20196.4694229975","21081.7662421271","22421.5839203665","23829.2235036662","24573.70818233","25263.977650232","27440.9978549022","28821.5055492643","30085.6499151123","31181.3249199139","33082.4024076386","34623.2051373665","36885.9684344369","37503.2237543036","37775.8773905522","36361.8846856437","35879.7993942833","36590.1593671037","37569.3152811917","39111.2326381563","40217.1637487818","41324.5563251827","",
"Georgia","GEO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5181.45078019479","4194.6275125058","2345.68749676321","1684.85970238017","1557.45939032875","1675.2508754867","1945.33533604973","2227.53890091842","2344.54674370546","2467.86521669245","2590.31856828509","2796.85579565733","3015.44772322732","3460.15084738092","3813.18931396554","4370.33861335034","4991.61790909823","5833.18378248761","6163.75792264895","6054.18918025573","6597.5685567345","7315.0908976643","8026.50712956533","8543.08041118725","9204.31867305886","9679.187610524","",
"Ghana","GHA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1240.69873117891","1312.51950158235","1355.86903685068","1415.58649108086","1453.92648529924","1506.41530841452","1566.36395721002","1622.29179799744","1678.7180971025","1739.19388510221","1801.41460919715","1869.60584116265","1934.16998590897","2022.45866302055","2138.09845261832","2277.11342968001","2433.30607838652","2539.98632789139","2754.88375489167","2837.0142410633","3021.48497625548","3430.85738867292","3726.64393911061","3968.05644786553","4096.58449385328","4200.54710231524","",
"Gibraltar","GIB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","727.271403011978","730.785162093326","727.95677479639","738.650534129817","744.686412341467","762.210614177916","784.631634623595","818.60065537565","840.863357048911","870.927081624771","897.286629056196","934.675231426864","980.677488981507","994.469033762508","1025.48486284338","1067.17689414582","1101.31151794992","1121.6853850347","1168.5191040596","1142.4936358267","1147.08498591832","1183.85584627942","1219.54715182902","1233.98142007131","1225.74405766009","1206.52950875579","",
"Gambia, The","GMB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","980.460959631056","1008.62150058169","1033.58190293058","1059.13334515164","1053.73489439815","1055.54805209641","1068.54468103731","1108.77533451474","1127.79287766552","1183.69340141779","1239.8559600801","1301.17138581815","1238.55190814164","1307.37336655814","1392.26687054785","1378.25845771719","1391.00494323071","1432.97532680898","1495.87586623572","1553.39443887282","1621.43160048143","1532.49400351483","1599.1796159408","1648.42768736563","1636.45357097406","","",
"Guinea-Bissau","GNB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","972.758405297046","1032.94402110013","1044.40708219072","1067.55339585269","1100.41477164513","1147.20433052183","1275.43105261344","1351.88547681278","961.58186204827","965.39725044838","1019.00744068398","1042.69740623157","1026.33563840658","1030.71008573842","1065.4179709174","1122.33178894297","1158.33576604352","1200.96480089469","1236.2867561989","1258.31975553077","1299.72630061008","1416.31177732793","1382.50433559991","1382.2885483296","1405.98989326315","1452.84545743642","",
"Equatorial Guinea","GNQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","682.29717372519","674.531167316719","898.100141225097","985.954962361646","1134.67871939037","1314.95386724462","2155.84702711886","5298.58822500956","6409.16432358718","7906.1964356616","9242.91534721267","14935.6854873307","17521.0773924362","19701.1683729375","27039.6115080216","31560.3426759465","33959.2066493964","37954.1792785089","41267.1336663916","38519.9873963727","36389.8480611381","36754.8104741979","38416.1635186061","35432.2691192544","34870.5798687516","30040.6510685835","",
"Greece","GRC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13250.8674835483","13947.9551787292","14256.4214308596","14277.8681965917","14799.0759402376","15353.0604104553","16035.5683696808","17059.3194127345","17631.4847993012","18265.3884799899","19285.4421517901","20900.3312093624","22718.5683777359","23806.5340160706","25425.6007267355","25396.2339652287","28272.6942184129","29305.8223239071","31161.5304044574","30652.2120897201","28981.4183412436","26626.4600462408","25980.0865157009","26753.1265074318","26794.7487486664","26680.0854581903","",
"Grenada","GRD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4840.28550540453","5107.30787798576","5168.27487301156","5093.87208202374","5286.30865044944","5484.78997036166","5780.21336768742","6130.09396109467","6590.46296992184","7355.20886957412","7649.96963976194","7648.71243333686","8013.32839432602","8922.93665199716","9083.55511765802","10589.962449332","10445.5187785766","11347.0239513504","11640.4165115578","10914.8582820379","10951.8841081545","11221.3623353168","11252.5568168313","11657.908478185","12470.3895344715","12966.945370691","",
"Greenland","GRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3334.69099912521","3485.55504812739","3646.53291687937","3785.09173930729","3923.52585931598","4101.74005354716","4196.84938344102","4348.63715363842","4505.50468232863","4637.17890745863","4796.21111179428","4899.196858509","5042.34542053038","5146.75625610623","5326.04023580309","5544.96404608461","5885.93489377593","6280.30898575722","6468.71337974162","6410.63771207335","6532.75761376872","6798.84273368398","6981.50684408022","7206.66023796098","7476.09238446357","7706.73871948655","",
"Guam","GUM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1892.50901416507","2080.56068801398","2294.25986613182","2533.69499575311","2795.27492195973","2981.57876796871","3259.66122737081","3504.33201543182","3465.49068722015","3608.95728213689","3630.31232606501","3791.75929052299","3890.72388810479","3931.4310989603","4174.70205012288","4222.81026470751","4568.37007362203","5006.18711794114","5188.18198935005","5381.98036259195","5666.10456163492","6077.18603798605","6465.61262817204","6890.29123069976","7245.24469291777","7506.44507198795","",
"High income","HIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18091.9925404164","18833.2659473882","19591.0262084335","20216.2630930833","21189.3054768047","22084.4857680639","23064.3646857455","24151.0612661351","24938.1028079966","25975.1211416233","27592.5474301913","28548.0999146346","29435.1713747995","30413.3584956639","32104.4203917592","33783.6849292313","35980.1572302923","37767.046173627","38643.4256261991","37642.9337575977","38977.505851757","40449.4303658455","41607.3448609724","42765.3383076724","43795.8695459052","44695.9926569975","",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17434.4387375371","18884.6857713508","20347.899141902","21747.0528917536","23026.0067319187","23592.435811133","23958.7571576833","25399.201414569","23963.6005875701","24703.1257533895","26962.6967634384","27528.1815107663","28288.2697961829","29792.930931061","33016.9280228517","36437.5866753136","39940.9227496188","43281.0213725346","44800.2386101703","43935.6928282274","47134.560848342","50085.9593288483","51274.0603140027","53464.9265085994","55346.5558063275","56719.4984712502","",
"Honduras","HND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2071.68107512938","2149.8825474847","2260.45444999802","2394.39567178998","2352.67992422915","2438.69165326291","2512.51931425556","2622.94931186412","2669.21594720623","2602.8226466575","2757.10627874692","2838.43297640717","2931.45300759655","3065.80678518273","3283.47715656556","3527.93493379774","3804.97733828528","4074.29609723848","4255.01275924702","4113.0305006327","4249.09310308345","4433.71931027629","4632.09510795154","4769.39698663844","4926.616328813","5084.47046325036","",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","930.774195994906","950.938979765894","938.885383482447","944.163987178855","940.493709625676","977.099009908299","1021.21857006657","1054.60781392009","1073.41814805694","1094.74517240554","1121.90037558776","1164.62101473369","1189.69302824812","1233.5168906069","1297.50284403933","1384.35798652062","1475.22132269318","1573.26440780665","1656.35107293036","1698.30599220015","1770.35434817011","1847.40143880342","1936.19651700205","2025.43698167242","2115.67557479461","2180.72053873017","",
"Croatia","HRV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8109.01238491448","9127.36839603731","9712.82787263142","10207.8383790522","10102.1657905636","11054.4210816656","11793.2002324794","12740.1121215417","13644.6131995701","14643.2525335966","15535.4407056654","17009.2199303701","18921.6247387593","20464.4182063097","19393.1114143786","18981.9956442935","20571.2752844948","21016.0187293145","21441.8709467416","21635.1050289927","21880.484213538","",
"Haiti","HTI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1326.83130635008","1359.44310694205","1378.79037095053","1372.49201027404","1367.54978058412","1377.75884035091","1344.57173466521","1390.70574611209","1442.97352710867","1507.27818703311","1526.15362678103","1561.37425579339","1471.64864918954","1562.30412930488","1614.08582057792","1686.73169405528","1738.91412296337","1762.17364010658","",
"Hungary","HUN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8252.43230197633","8185.11965584403","8341.09430139368","8781.67273646182","9111.03902582532","9398.44305730693","10047.5789963405","10770.7039788789","11237.6765445939","12085.3760238644","13646.5381158223","14918.3983153538","15641.3128714977","16461.9487594172","17314.476107027","18652.6067138648","19337.1665663709","20810.7852001093","20860.557155575","21576.7069453107","22603.2027174727","22701.4502235308","24037.1704538153","25060.5052883092","25581.5035115148","",
"IBRD only","IBD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2818.29436881854","2902.12233355894","2986.75017596428","3157.7023885758","3287.7112592069","3443.29663545815","3643.83284899031","3840.04561827032","3950.67688361896","4116.72296733515","4404.03597946704","4617.3797271374","4839.64911883621","5172.78866252653","5663.97139736459","6237.09748609396","6976.84679916961","7726.87866552219","8353.26827731855","8621.07559776334","9330.08630711867","10103.2051282219","10713.1422728269","11240.0775430478","11879.5639648658","12350.7220846289","",
"IDA & IBRD total","IBT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2487.15083795022","2557.91240014548","2624.82677778527","2761.31729231021","2864.82140520724","2993.13801594332","3159.4897252788","3317.66192494272","3406.90889373189","3539.41195411681","3771.5180407866","3944.74489089468","4120.31550513286","4390.2646862126","4805.14591450738","5267.86315423716","5859.95416321212","6456.48031520198","6946.79546224212","7156.39372655717","7704.84714668082","8298.59385284112","8768.99737658191","9179.88685274618","9676.14312601255","10035.3154398862","",
"IDA total","IDA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1286.33763935362","1323.28180361159","1339.99141260891","1367.1803083455","1392.51023924293","1442.4413875737","1508.25210702739","1553.33219261659","1588.91379949892","1627.78079555252","1697.53738749503","1763.26549826519","1812.50081363006","1907.52037362194","2113.49305966941","2262.64015513455","2432.95043082649","2600.5743740525","2725.01773761112","2812.73484771223","2941.72939142718","3073.3927259504","3208.72621814782","3363.18712523905","3534.13479199388","3661.59923933218","",
